@relation Cities_Above_90_Without_PM10_attributesremoved

@attribute PM2.5 numeric
@attribute NO numeric
@attribute NO2 numeric
@attribute NOx numeric
@attribute NH3 numeric
@attribute CO numeric
@attribute SO2 numeric
@attribute O3 numeric
@attribute AQI numeric

@data
25.88,6.94,17.79,15.2,15.01,0.84,12.41,27.48,56
49.7,8.38,25.91,20.65,17.96,0.76,14.31,46.63,80
68.66,11.84,36.24,28.91,26.12,0.86,10.92,28.42,121
65.16,22.45,52.69,46.28,18.53,1.07,25.5,37.46,142
52.88,5.52,26.45,18.96,21.36,0.81,31.74,57.33,154
40.99,4.32,29.54,19.32,17.01,0.6,24.37,44.5,130
47.2,5.83,28.13,19.71,19.97,0.88,16.73,36.92,109
39.22,4.9,24.58,17.06,22.01,0.95,10.6,25.73,113
36.86,8.26,27.36,21.36,20.86,1.09,9.33,21.11,91
34.41,10.35,25.38,22,19.19,1.07,10.8,21.99,77
22.05,6.04,18.92,15.15,19.77,0.94,10.51,26.78,80
71.31,11.55,25.88,23.25,14.58,1.29,11.32,34.32,149
63.54,4.41,25.81,17.47,15.53,1.17,19.34,47.53,133
56.53,9.84,36.38,27.43,16.01,1.18,13.43,41.17,122
69.42,1.79,45.82,25.35,14.06,1.35,23.42,39,133
53.53,1.52,38.23,21.54,13.73,0.88,15.52,37.22,133
48.33,1.38,36.77,20.23,15.37,1.16,28.74,37.42,118
58.65,1.23,36.24,20.27,14.82,1.26,14.54,31.09,118
33.33,1.24,19.63,11.45,12.35,0.88,10.4,32.06,98
12.7,4.68,30.66,20.22,1.62,0.89,8.59,23.45,75
16.86,4.6,26.48,17.83,2.72,0.55,10.19,21.33,45
21.58,20.4,39.44,37.67,3.41,0.73,10.43,19.42,61
23.22,20.42,39.56,37.74,2.15,0.89,10.33,21.33,86
28.39,11.5,45.23,33.61,0.3,1.04,10.36,35.14,70
51.51,20.08,57.93,47.24,2.03,1.07,12.3,26.53,105
56.85,16.11,62.91,46.64,2.73,0.82,18.89,27.44,106
68.25,15.11,65,46.85,3.53,1.22,25.14,30.3,120
84.48,14.25,80.74,54.62,3.19,1.21,30.44,33.39,156
77.38,22.55,75.54,58.58,4.88,1.15,30.69,35.94,182
71.23,15.11,89.44,59.86,3.45,1.48,38.91,32.4,144
16.21,13.93,43.42,34.5,8.82,0.87,7.51,17.51,64
19.48,14.56,35.92,30.95,10.76,0.84,7.49,15.47,56
26.8,5.44,38.81,25.15,9.87,1.03,9.65,22.63,80
48.35,3.87,38.27,23.58,10.18,1.07,12.15,35.86,88
50.02,3.59,47.93,28.6,7.09,0.89,16.66,43.61,102
85.11,9.11,97.16,59.17,3.61,1.28,17.17,37.99,189
93.95,19.47,105.22,71.79,3.81,1.81,20.78,39.9,190
80.96,4.73,89.01,51.18,2.95,1.51,15.71,41.41,215
77.86,10.69,90.28,56.71,4.66,1.16,14.21,22.45,145
70.89,3.58,68.12,39.14,1.79,1.17,13.87,29.82,160
74.34,4.54,69.78,40.81,3.38,1.09,14.03,33.95,130
97.09,4.09,86.95,49.58,1.52,1.11,13.62,33.03,176
89.63,4.32,76.89,44.42,10.9,1.6,14.31,32.5,245
100.1,4.45,92.4,52.76,6.31,0.76,10.86,27.99,209
110.12,5.15,92.9,53.61,8.66,1.37,11.12,33.26,256
111.21,4.42,76.7,44.4,10.99,1.47,10.17,31.17,266
107.24,5.85,72.27,43.16,13.91,1.14,9.58,28.5,276
89.07,5.59,72.19,42.93,17.31,1.23,11.7,29.51,218
93.1,5.46,77.58,45.71,16.59,0.97,13.75,33.59,206
90.61,5.37,74.89,44.2,16.85,1.07,17.68,31.59,180
96.57,3.33,57.77,33.44,18.28,1.1,23.81,39.75,217
78.15,3.6,50.62,29.86,20.78,0.96,23.87,26.46,211
19.26,2,30.38,17.79,21.15,0.7,10.94,18.91,90
10.89,2.2,28.6,17.01,22.45,0.45,12.41,17.5,49
16.38,4.77,39.69,24.99,23.12,0.67,44.59,19.12,46
48.88,6.61,63.12,38.95,19.24,0.94,29.45,23.97,81
55.24,3.65,55.65,32.57,17.93,1.17,13.62,27.34,89
83.4,2.86,46.47,27.04,20.01,1,12.32,32.68,136
93.78,5.55,67.51,40.43,19.51,1.34,42.75,29.16,199
92.72,13.43,77.45,52.11,19.49,1.16,20.19,24.79,221
76.48,12.45,69.63,47.16,18.65,1.08,13.32,24.73,178
73.19,13.43,69.17,47.7,21.66,0.92,25.43,22.5,119
82.53,5.44,67.17,40.16,21.34,1.01,28.57,24.03,153
95.18,4.57,76.4,44.35,15.29,1.34,33.25,30.68,202
79.29,4.24,74.24,42.93,15.82,1.1,40.52,28.79,191
83.17,6.56,83.38,49.69,15.16,1.09,30.85,24.84,183
109.97,13.93,124.57,77.59,10.65,1.38,48.92,30.25,210
139.38,35.59,140.17,103.49,8.7,1.24,42.26,20.87,304
126.47,9.48,106.1,64.14,9.27,1.43,15.29,26.24,312
127.94,6.73,92.41,54.63,11.1,1.33,15.9,28.51,304
126.66,9.63,94.51,58.1,13.66,1.45,11.75,26.07,306
121.47,17.24,103.31,68.98,13.63,1.5,16.53,24.55,302
118.17,36.87,121.38,94.54,11.21,1.25,39.68,21.18,298
97.45,12.68,121.94,75.16,10.39,0.86,66.39,27.23,274
115.23,14.96,113.39,72.47,7.38,0.78,9.43,20.07,270
121.81,11.17,100.16,62.36,8.62,0.96,10.56,24.73,302
99.69,5.83,71.61,42.84,15.19,0.5,10.52,24.22,257
92.66,4.86,57.32,34.44,17.36,0.64,12.33,25.51,212
116.99,2.91,58.43,33.44,17.38,0.44,12.91,26.84,256
120.33,5.68,60.37,36.74,17.46,1.02,26.39,21.83,301
108.43,3.49,50.62,29.77,17.97,0.7,6.49,24.73,274
118,3.46,58.6,33.99,16.97,0.82,13.73,24.69,262
107.94,5.64,63.17,38.2,18.79,0.8,26.75,21.59,287
108.34,13.44,61.22,43.49,22.53,0.72,11.71,23.64,262
96.45,17.23,71.77,52.18,17.22,0.91,16,22.52,242
90.25,7.53,64.26,40.3,18.38,0.55,14.8,25.31,204
100.34,20.01,60.14,48.26,20.43,0.85,13.57,24.82,230
62.75,4.15,49.18,29.54,21.17,0.55,13.17,28.15,171
62.74,6.36,43.14,28.2,20.36,0.87,11.48,20.37,113
34.51,3.87,38.2,23.52,21.38,0.72,12.19,17.24,96
15.12,2.65,22.75,14.26,22.92,0.38,8.37,19.39,56
27.25,2.38,27.55,16.59,22.29,0.44,11.04,19.68,48
51.67,5.29,55.79,34.06,17.58,1.28,15.66,20.15,91
54.24,5.5,56.1,34.39,17.76,0.98,27.99,25.38,96
47.81,5.98,65.34,39.69,17.61,1.02,26.84,36.53,111
84.99,5.14,71.78,42.43,12.16,1.39,15.58,47.94,143
63.05,5.4,68.18,40.73,15.31,1.06,13.42,47.46,141
71.09,29.13,85.01,68.98,14.32,1.15,10.68,40.2,130
76.78,6.08,69.13,41.71,13.58,1.27,17.71,48.7,149
73.21,3.04,61.14,35.07,15.38,1.11,16.63,62.74,150
81.64,13.08,83.44,55.08,14.61,1.58,12.92,43.18,159
81.71,15.23,74.7,49.36,10.83,1.03,18.7,37.16,178
75.52,7.69,25.85,20.1,10.97,0.74,12.37,32.23,159
58.02,2.61,16.37,10.79,17.41,0.76,8.47,38.97,126
65.56,6.38,23.26,17.36,16.81,0.86,16.7,34.16,115
56.98,1.02,16.86,9.76,13.91,0.52,10.21,32.14,136
74.5,3.19,17.12,11.14,16.46,0.66,10.22,39.91,131
66.61,4.03,26.18,17.28,13.97,0.66,9.84,39.63,137
70.86,3.01,28.42,17.6,14.9,0.74,10.43,41.96,121
69.96,15.49,35.52,31.56,16.42,0.84,9.78,37.99,157
60.11,2.29,22.82,13.91,16.94,0.7,6.98,40.95,116
33.9,2.59,15.97,10.54,14.52,0.55,7.78,32.91,87
31.75,1.38,13.31,8.16,12.92,0.54,13.52,27.85,58
34.8,7.55,17.35,15.37,10.31,0.59,12.99,24.83,74
32.07,8.59,17.16,16.19,11.98,0.72,10.51,19.85,90
30.32,7.19,15.26,14.04,9.84,0.58,10.5,24.21,61
38.35,18.66,21.18,26.51,9.69,0.72,8.3,27.25,96
36.92,26.53,25.18,35.05,10.43,0.64,14.78,30.4,96
43.16,43.76,28.73,50.94,9.94,0.8,9.67,31.72,126
42.51,18.77,24.64,28.36,13.1,0.53,14.5,35.13,131
33.88,3.59,18.86,13.05,14.69,0.51,13.5,30.89,95
22.47,3.89,12.56,9.93,11.9,0.46,11.27,19.85,62
14.78,2.82,8.15,6.69,9.17,0.4,10.43,23.58,64
20.92,3.23,13.32,9.81,9.1,0.56,15.85,25.36,60
27.08,2.49,9.07,6.97,11.97,0.52,11.04,33.63,101
23.72,2.9,8.11,6.76,10.79,0.44,8.55,27.48,63
22.49,5.46,12,10.75,11.3,0.43,5.49,23.63,57
21.59,2.9,10.62,8.02,11.85,0.41,11.52,19.77,54
34.44,3.11,13.02,9.5,12.13,0.5,14.74,33.17,61
49.2,2.37,16.7,10.86,12.82,0.69,15.37,44.06,120
42.1,1.68,13.22,8.24,13.14,0.57,11.6,44.93,105
16.39,2.15,8.68,6.38,11.34,0.62,10.98,31.2,92
12.88,2.82,9.92,7.57,11.03,0.69,12.43,29.66,86
10.66,4.02,8.02,7.5,9.45,0.35,12.07,22.33,56
12.77,2.6,8.45,6.56,8.86,0.53,14.06,22.67,78
27,5.03,15.67,12.51,9.74,0.41,13.33,27.15,74
32.79,4.4,17.4,12.91,11.1,0.4,9.21,31.25,97
39.77,14.09,24.88,24.78,9.4,0.45,8.16,27.19,107
43.78,6.29,19.29,15.47,9.87,0.64,11.35,29.47,130
40.96,4.18,14.19,11.01,10.37,0.46,7.42,22.03,110
40.08,6.5,14.86,12.92,11.63,0.58,7.89,28.04,98
22.52,7.47,13.59,13.38,7.71,0.56,10.99,21.12,101
22.09,2.18,9.6,6.94,6.44,0.68,9.51,29.78,85
25.39,2.04,7.75,5.44,7.63,0.7,9.14,32.42,85
21.71,1.13,6.24,4.23,7.09,0.5,7.63,36.81,60
23.56,2.86,12.03,8.56,5.6,0.53,10.27,29.46,56
23.68,9.37,14.63,15.49,5.75,0.53,8.61,29.24,67
17.99,2.41,8.02,5.87,6.06,0.47,9.11,29.02,79
17.03,2.89,10.15,7.82,5.53,0.5,13.84,21.8,45
20.58,3.09,9.93,7.87,5.76,0.49,10.38,21.95,53
24,2.23,10.84,7.69,7.15,0.54,12.07,32.91,69
27.44,3.41,12.49,9.43,6.62,0.54,12.69,28.07,65
24.11,2.56,9.81,7.4,6.81,0.45,8.19,30.44,78
28.43,1.74,9.49,6.53,8.36,0.56,17.06,42.66,83
33,1.11,9.26,5.64,7.66,0.58,16.56,34.64,64
37.09,1.55,7.48,4.74,7.56,0.69,12.4,38.42,102
30.05,1.54,8.62,5.72,6.27,0.71,14.7,31.67,92
20.75,1.4,5.59,4.08,6.03,0.48,9.15,25.97,58
13.97,3.77,7.21,6.99,5.55,0.64,10.24,20.32,76
18.72,3.12,6.06,5.7,5.8,0.67,13.03,28.03,78
22.07,2.2,5.25,3.94,6.21,0.62,12.96,40.3,91
19.4,1.42,7.03,4.48,4.36,0.76,10.88,38.75,124
13.49,1.45,4.2,3.38,4.21,0.57,12.69,22.15,75
20.68,1.56,4.48,3.53,4.22,0.63,10.9,26.79,73
16.52,1.14,3.14,2.26,4.47,0.61,8.92,39.57,101
15.91,0.46,2.04,0.86,3.7,0.4,13.09,33.05,64
17.24,2.53,5.32,4.04,3.95,0.58,14.02,30.87,80
25.87,2.4,9.61,6.54,3.98,0.39,11.84,46.66,85
15.77,1.12,6.04,4.03,3.86,0.36,14.45,28.78,80
23.75,1.94,11.38,7.46,3.49,0.64,18.42,19.94,84
25.36,2.19,20.61,12.25,4.81,0.65,22.54,20.53,79
32.7,2.19,17.13,10.91,7.6,0.54,15.71,25.28,91
20.21,2.65,13.78,9.52,6.54,0.51,10.6,26.51,79
11.55,3.35,13.27,9.6,7.05,0.59,12.58,26.46,82
9.39,2.81,12.29,8.89,4.58,0.35,17.07,24.65,45
9.77,1.48,12.59,7.81,3.34,0.32,21.81,28.75,41
21.38,2.29,19.85,11.65,4.32,0.48,23.3,39.42,78
24.68,8.38,29.05,22.21,3.97,0.58,16.03,23.73,124
17.58,2.68,18.08,11.89,4.04,0.48,12.66,27.14,73
28.05,4.67,18.74,13.85,6.85,0.48,12.78,25.81,71
27.98,2.79,18.31,12.1,8.01,0.51,8.71,34.54,79
23.32,1.97,16.88,10.58,5.65,0.66,16.4,34.16,78
15.52,2.16,15.11,9.79,4.67,0.42,13.67,23.72,57
12.11,2.1,15.46,9.94,4.07,0.31,12.72,23.43,46
19.03,1.99,19.23,11.85,4.84,0.4,13.57,35.2,58
27.18,2.87,23.54,14.82,3.53,0.64,26.8,38.05,83
38.9,1.76,27.29,16.03,3.52,0.98,16.06,56.99,109
57.73,3.54,35.92,21.98,5.61,0.78,16.59,58.87,148
44.49,1.17,22.32,12.89,7.12,0.53,16.97,67.99,158
39.76,1.12,23.24,13.25,6,0.52,15.33,69.15,146
47.3,1.53,20.22,12.09,7.92,0.64,22.25,68.43,133
39.81,1.14,18.58,10.81,7.81,0.44,13.03,51.98,122
49.19,0.95,26.89,13.92,4.26,0.77,25.9,73.55,126
40.38,1.4,24.31,13.78,5.75,0.7,30.4,74.3,131
44.65,1.63,19.79,12,7.06,0.63,19.26,54.72,124
35.5,1.74,19.29,11.72,6.98,0.59,17.83,49.82,106
34.12,1.7,19.98,12.12,6.69,0.7,24.2,42.21,109
41.62,1.93,20.32,12.54,4.91,0.53,21.47,43.36,92
43.1,2,21.71,13.26,5.96,0.67,24.72,42.13,88
35.3,0.8,17.33,9.84,4.32,0.47,17.09,44.47,95
40.35,0.91,18.93,10.8,4.17,0.53,23.95,45.97,93
32.33,1.83,19.42,11.91,4.01,0.61,21.27,34.54,104
24.95,1.86,20.68,12.51,3.36,0.49,16.73,19.84,80
30.42,1.27,16.96,10.05,3.25,0.72,13.67,30.35,99
36.5,1.5,17.83,10.77,3.8,0.63,14.71,37.15,99
40.04,1.7,17.31,10.2,4.07,0.89,18.61,48.85,108
40.51,0.71,16.93,9.55,3.35,0.51,14.62,54.63,99
38.88,1.31,18,10.69,4.51,0.47,13.86,51.56,106
36.31,1.47,18.03,10.88,4.47,0.52,17.79,42.23,85
38.7,1.45,16.29,9.94,4.22,0.48,15.76,42.04,83
33.52,2.11,26.44,15.85,3.85,0.57,19.96,45.17,83
36.8,0.97,17.39,10.05,4.06,0.51,14.55,48.97,74
41.89,1.66,22.98,13.65,4.84,0.77,17.7,39.43,103
41.47,0.72,18.25,10.27,4.59,0.5,16.21,54.72,101
31.52,1.39,20.17,11.91,4,0.45,18.1,43.53,80
39.73,1.54,27.54,15.99,3.61,0.95,17.17,42.88,107
36.24,0.66,19.93,10.94,4.56,0.46,21.35,54.64,91
24.16,1.81,26.79,9.83,12.18,0.53,26.62,41.27,78
23.12,1.52,24.2,13.97,5.86,0.52,23.46,56.71,65
31.95,2.87,26.2,16.27,7.52,0.58,17.18,55.48,71
26.02,0.73,20.95,11.65,5.5,0.52,15.99,75.1,90
22.19,2.62,25.07,15.42,5.06,0.5,18.35,62.52,78
13.91,3.61,24.16,15.86,4.78,0.37,14.02,44.59,61
11.81,5,29.99,20.12,4.69,0.34,13.82,41.43,50
10.02,4.88,33.11,21.72,3.35,0.49,17.28,38.1,42
9.55,3.23,24.02,15.47,2.09,0.36,16.48,32.84,38
17.42,1.53,18.88,11.36,3.49,0.38,14.79,38.49,54
19.25,0.8,18.26,10.36,2.01,0.31,9.68,47.37,75
23.99,3.71,28.19,18.1,4.94,0.49,14.94,30.27,72
23.62,7.98,36.52,26.01,2.85,0.46,13.66,30.54,59
21.28,2.87,27.95,16.23,4.57,0.44,18.83,38.25,77
14.03,3.87,25.45,16.74,4.45,0.45,18.94,34.87,59
17.9,2.87,29.14,17.92,4.79,0.57,16.39,32.98,42
17.07,1.54,25.75,15.04,5.54,0.5,16.01,36.19,46
13.45,1,24.16,13.66,4.77,0.46,14.9,40.53,48
15.93,1.43,20.53,12.15,5.4,0.43,16.53,42.92,53
19.8,2.36,30.66,18.32,4.41,0.76,14.36,38.26,78
21.45,4.83,36.24,23.3,4.23,0.73,17.88,24.68,74
12.45,3.08,26.62,16.74,3.09,0.53,17.43,27.85,70
9.57,2.1,22,13.49,3.36,0.36,19.5,32.37,42
8.23,1.72,20.71,12.5,2.82,0.32,18.01,32.91,40
11.55,1.2,22.16,12.76,2.1,0.35,17,40.21,46
13.4,4.39,29.37,19.27,2.9,0.42,16.27,29.58,39
12.05,6.49,29.88,21.26,2.4,0.59,13.78,23.41,66
14.54,7.23,30.62,22.26,2.68,0.61,12.6,27.29,68
8.4,11.11,30.36,25.27,2.7,0.57,14.32,26.69,68
10.31,8.27,25.22,20.23,2.46,0.62,16.24,22.99,70
13.91,2.55,18,11.62,3.43,0.58,18.86,26.64,72
15.17,0.93,18.2,10.43,1.28,0.39,23.12,30.24,43
13.1,2.64,22.88,14.4,1.91,0.33,17.88,25.83,35
11.3,4.61,23.47,16.32,1.62,0.28,17.09,27.47,37
13.03,5.45,25.64,18.15,2.13,0.51,20.09,32.1,75
11.17,5.24,26.2,18.29,2.44,0.34,23.89,26.88,40
11.65,5.28,22.68,16.42,2.06,0.56,22.58,25.94,70
17.22,1.25,4.58,3.13,3.6,0.42,14.79,36.77,48
12.68,0.74,3.7,2.34,2.84,0.4,15.89,31.62,41
10.73,2.92,9.95,7.26,2.99,0.36,16.35,32.13,48
14.44,4.68,17.05,12.96,2.72,0.47,15.46,27.69,39
21.86,4.74,19.35,14.24,5.9,0.45,19.19,31.87,55
16.18,3.29,16.01,11.13,5.05,0.43,12.93,35.8,53
22.28,2.14,13.16,8.82,6.07,0.54,20.51,33.08,46
11.14,1.11,5.65,3.93,5.5,0.44,13.82,37.65,47
14.72,1.25,4.64,3.56,4.81,0.49,9.71,34.63,45
12.89,2.53,9.64,7.23,4.25,0.5,15.68,29.49,39
13.53,8.56,12.71,13.79,3.87,0.42,15.77,22.09,35
7.48,4.57,10.04,8.96,3.4,0.38,12.51,20.01,35
12.52,1.4,3.94,2.89,3.12,0.55,14.14,22.33,65
13.25,0.65,2.08,1.4,2.17,0.33,12.58,22.05,36
10.89,5.81,11.39,9.53,2.47,0.56,21.15,19.61,68
8,5.36,10.03,9.41,1.87,0.31,14.72,22.5,28
10.62,2.17,4.4,4.19,2.59,0.38,11.66,24.46,29
8.71,1.77,4.43,3.76,2.43,0.39,13.83,20.11,34
6.85,1.61,1.52,1.86,2.44,0.46,13.29,18.07,68
9.31,1.48,3.35,2.36,4.4,0.32,11.83,20.23,24
9.09,1.68,4.02,3.51,6.13,0.34,10.88,23.92,27
7.53,2.74,6.1,5.55,6.38,0.34,26.08,26.62,31
6.89,2.96,6.48,5.95,6.28,0.34,13.35,21.06,32
7.35,3.22,6.38,6.1,6.23,0.46,11.57,21.64,66
7.45,3.47,7.66,6.99,6.31,0.27,11.94,22.68,27
10.88,3.17,10.11,8.05,6.98,0.41,11.86,22.62,32
13.49,2.45,7.57,6.12,7.17,0.5,19.01,27.18,70
16.6,2.07,6.74,5.37,6.66,0.6,15.64,31.28,76
18.19,1.89,7.45,5.5,6.45,0.32,12.44,25.4,49
24.56,2.23,9.16,6.49,14.56,0.58,18.9,33.97,51
15.75,2.8,9.34,7.33,12.08,0.4,28.32,36.06,49
17.54,2.74,9.58,7.48,13.57,0.42,20.69,28.25,40
15.8,3.71,12.43,9.71,14.64,0.62,11.3,36.47,92
14.98,4.5,13.97,11.18,15.31,0.47,14.17,29.78,47
10.11,23.03,14.19,14.12,24.24,0.45,16.84,23.09,37
23.31,2.21,12.18,8.29,17.46,0.55,18.77,31.69,50
27.63,3.3,11.48,8.92,17.92,0.89,18.89,31.23,78
21.05,5.93,14.29,12.62,11.94,0.7,12.85,24.81,45
18.12,5.09,11.78,10.49,12.69,0.46,14.24,17.41,43
7.09,2.65,7.41,6.2,10.75,0.65,13.87,29.37,72
7.08,3.19,7.96,6.83,9.64,0.45,13.99,26.75,46
9.79,3.35,11.9,9.14,8.4,0.65,14.02,30.06,74
32.29,2.67,12.02,8.66,12.43,0.72,15.53,47.76,55
40,3.08,13.18,9.6,12.31,0.64,15.3,51.95,72
19.31,5.32,13.02,11.34,10.32,0.52,11.22,28.81,51
9.48,3.47,11.3,8.92,9.41,0.58,12.14,27.95,43
13.78,3.08,10.61,8.24,10.25,0.47,11.83,29.61,41
8.12,1.93,7.85,5.75,8.66,0.53,11.39,34.36,52
9.99,3.25,12.56,9.33,8.36,0.72,8.72,29.54,72
9.29,8.72,16.43,15.93,7.32,0.59,11.26,25.66,44
11.75,3.84,13.51,10.4,8.03,0.72,10.68,23.48,71
7.14,4.15,11.84,9.76,7.79,0.5,8.21,28.73,40
7.53,3.75,10.7,8.83,7.21,0.46,5.29,25.04,39
11.82,3.59,11.1,8.92,7.35,0.72,9.54,24.82,69
18.57,3,9.97,7.46,8.32,0.76,14.66,22.53,49
38.32,3.85,9.76,8.42,7.89,0.55,18.55,30.26,67
19.51,3.98,13.01,10.25,8.33,0.65,15.46,29.36,48
18.54,6.02,13.63,12.23,8.18,0.62,12.08,28.76,48
12.01,7.47,13.82,13.43,6.44,0.64,11.34,25.6,45
12.95,6,13.44,12.11,6.68,0.58,12.65,31.2,64
18.41,7.8,11.45,12.51,7.12,0.6,11.51,31.08,49
42.98,5.08,15.53,12.48,9.29,0.67,12.3,45.78,74
56.76,4.62,20.7,14.85,10.74,0.68,17.89,41.87,94
78.45,6.19,26,19.23,11.21,0.82,29.06,42.11,122
89.53,4,22.79,15.39,13,0.89,20.75,42.72,190
85.95,4.35,24.78,16.8,13.37,1.04,15.74,47.62,198
81.5,3.06,20.13,13.3,13.9,0.93,21.32,52.53,174
77.93,2.23,14.09,9.4,13.92,0.75,20.18,58.79,168
51.46,1.84,12.24,8.01,11.48,0.64,11.75,44.89,126
39.26,2.81,16.23,10.92,10.87,0.67,10.97,39.44,77
37.5,4.33,20.42,14.47,10.74,0.91,11.84,34.42,94
45.41,2.6,14.75,10.05,10.82,0.64,13.6,50.03,73
50.33,3.02,16.68,11.42,10.46,0.93,10.82,59.48,101
60.86,2.41,13.27,9.11,10.84,0.8,15.36,60.81,100
64.88,2.5,15.42,10.32,11.54,1.04,15.4,47.96,115
63.97,2.43,18.14,11.62,11.38,0.83,22.37,37.65,127
42.45,2.7,14.32,9.89,10.74,0.81,15.71,37.44,90
62.31,2.51,14.9,10.06,12.77,1,16.91,49.95,98
80.27,2.34,12.84,8.83,13.44,0.79,14.86,60.68,162
63.19,2.34,13.46,9.15,11.1,0.98,12.61,65.38,141
53.15,2.74,15.54,10.58,9.58,0.65,7.74,55.76,94
63.39,2.4,15.36,10.21,11.13,0.71,12.64,48.1,97
76.12,1.96,16.19,10.21,11.83,0.83,13.3,51.68,136
83.5,2.75,15.78,10.74,13.62,0.81,14.34,61.97,167
79.85,2.61,16.51,10.24,13.29,1.15,17.76,62.87,174
68.76,2.82,21.1,13.61,11.88,0.92,19.3,55.76,151
57.83,2.46,14.13,9.61,10.05,0.78,15.1,51.67,121
35.69,2.11,14.42,9.39,9.11,0.67,14.59,43.35,78
55.2,2.55,12.3,8.72,11.27,0.81,18.46,44.15,79
65.14,2.68,16.03,10.7,15.72,0.95,9.83,43.92,94
55.72,2.85,13.9,9.8,14.4,0.7,10.3,42.3,98
63.99,2.93,14.49,10.18,17.28,0.72,14.19,43.47,100
77.57,3.06,14.81,10.46,20.71,0.83,14.99,56.45,156
82.76,3.15,22.64,14.7,18.82,0.78,29.74,55.26,160
90.54,3.23,23.89,15.42,16.04,1,19.16,63.55,185
61.25,3.05,19.42,12.92,12.59,0.95,17.57,60.61,174
36.75,2.46,12.29,8.54,11.52,0.56,12.2,42.28,79
24.96,4.02,15.4,11.55,10.42,0.52,13.35,37.78,61
39.12,5.93,24.73,17.97,14.14,0.77,10.8,34.82,83
51.44,4.9,22.53,15.96,13.61,0.68,12.58,36.02,86
38.89,3.95,18.7,13.15,13.46,0.62,10.22,36.73,72
35.8,3.3,16.11,11.24,16.42,0.62,12.83,39.73,66
39.06,2.22,13.1,8.77,14.38,0.55,13.87,41.66,64
47.53,2.62,17.58,11.48,13.85,0.65,17.05,41.13,73
46.6,4.18,17.93,12.93,14.81,0.62,18.96,43.5,76
67.15,4.36,25.62,17.18,19.74,0.84,12.22,47.84,96
66.82,2.43,17.15,11.09,19.94,0.75,12.67,53.85,137
83.16,2.51,17.41,11.31,23.06,0.76,17.03,49.59,138
79.92,2.56,19.92,12.69,20.43,0.9,23.63,43.53,188
83.64,1.83,15.67,9.82,19.48,0.84,16.5,50.47,166
72.34,1.6,13.46,8.46,18.4,0.71,17.81,56.41,162
72.99,1.88,13.46,8.68,17.61,0.69,11.56,57.63,147
76.56,1.87,14.77,9.37,16.52,0.82,14.21,56.77,138
84.51,1.73,13.16,8.41,14.6,0.95,17.69,54,194
50.52,2.37,14.79,9.79,13.24,0.59,13.86,32.95,114
41.79,3.48,17.65,12.21,13.75,0.63,14.1,29.21,77
57.09,2.19,15.8,10.17,15.74,0.78,9.56,35.44,79
74.45,1.54,12.5,7.89,16.66,0.75,19.09,59.61,133
59.42,1.63,12.73,8.09,14.39,0.92,20.55,63.08,131
49.5,1.67,12.64,8.05,14.44,0.64,17.14,64.8,87
59.64,1.67,12.12,7.81,14.99,0.77,17.53,57.26,96
42.46,1.72,12.17,7.87,14.75,0.73,17.09,55.17,82
39.07,1.81,13.53,8.67,14.43,0.69,22.14,43.7,76
22.79,2.27,18.79,11.83,14.34,0.64,19.87,23.59,47
37.81,1.73,12.98,8.31,20.69,0.63,14.68,36.53,55
38.82,1.9,11.64,7.75,21.22,0.65,18.74,48.53,66
69.49,1.95,12.04,8,20.46,0.68,17.89,59.37,109
53.32,1.81,11.47,7.58,16.98,0.64,15.37,53.9,103
37.23,1.83,13.23,8.52,15.63,0.53,13.54,46.31,78
51.22,3.18,21.49,14.02,17.07,0.67,20.19,36.26,70
66.57,1.91,16.47,10.31,18.55,0.76,18.45,37.24,110
78.28,2.34,16.82,10.84,18.62,0.8,24.75,47.01,147
85.67,2.61,20.64,13.1,20.95,0.95,32.97,47.84,177
82.66,1.62,14,8.76,19.57,0.85,17.11,56.49,168
68.4,1.72,11.06,7.27,19.03,0.76,18.33,48.09,163
56.44,1.57,10.33,6.65,21.41,0.64,9.86,47.51,108
45.81,2.1,11.52,7.83,15.1,0.66,15.86,44.3,82
31.59,2.23,8.68,6.43,12.88,0.6,12.33,35.43,60
36.62,2.01,10.43,7.18,13.99,0.69,16.57,35.86,58
31.22,3.69,16.9,11.99,14.42,0.63,14.64,33.25,62
29.88,4.31,15.62,11.81,16.82,0.63,14.09,35.92,63
37.56,2.86,14.76,10.17,17.54,0.65,14.71,41.22,63
59.33,3.08,17.94,12.04,18.24,0.75,18.29,40.9,87
61.4,2.53,15.34,10.21,18.05,0.73,23.54,43.29,101
51.18,1.67,11.66,7.55,18.53,0.64,18.69,46.21,98
38.39,2.48,15.39,10.2,16.55,0.61,20,36.83,77
34.56,2.89,16.51,11.14,17.89,0.57,19.73,44.57,74
33.62,2.5,14.78,9.89,16.7,0.52,20.29,36.88,65
29.98,2.24,9.21,6.72,17.48,0.52,12.76,32.35,59
32.18,2.65,13.11,9.13,15.9,0.55,15.43,36.9,59
26.72,3.71,15.53,11.29,15.51,0.49,19.06,32.28,66
21.22,2.75,12.12,8.68,13.05,0.45,18.25,31.33,52
19.94,2.1,10.35,7.22,13.25,0.47,13.38,31.97,47
24.44,3.38,12.27,9.27,14.49,0.54,15.16,30.12,48
27.24,3.19,14.18,10.14,14.24,0.52,16.38,32.33,54
