@relation Cities_Above_90_Without_PM10_attributesremoved

@attribute PM2.5 numeric
@attribute NO numeric
@attribute NO2 numeric
@attribute NOx numeric
@attribute NH3 numeric
@attribute CO numeric
@attribute SO2 numeric
@attribute O3 numeric
@attribute AQI numeric

@data
43.89,14.52,37.21,44.16,27.96,1.23,13.54,33.95,112
54.38,13.28,34.29,39.19,24.32,0.91,13.62,38.75,130
54.54,13.38,29.52,35.78,29.01,0.95,10.76,40.58,124
54.38,12.99,29.71,35.85,26.67,0.9,11.13,43.64,130
41.39,12.19,29.15,34.3,22,0.78,10.81,36.61,100
35.97,12.59,33.33,38.14,21.36,0.8,15.47,49.95,93
41.39,13.14,33.04,38.74,25.67,0.86,14.35,50.94,113
42.61,13.83,32.96,40.3,25.01,0.96,12.61,47.6,105
39.97,11.79,37.33,39.01,36.22,0.91,9.25,51.61,107
42.89,12.44,38.35,41.01,34.48,0.83,10.21,38.53,85
38.31,12.34,38.24,40.99,36.83,0.89,8.98,49.36,100
42.41,8.54,30.45,31.81,30.22,0.89,11.34,57.51,104
43.88,7.98,29.44,29.73,32.69,0.88,9.77,59.2,103
42.81,7.7,23.63,26.18,29.48,0.82,8.06,56.37,100
47.99,8.05,28.7,30.86,31.27,0.93,7.85,46.49,107
36.58,7.97,32.27,34.15,28.98,0.82,8.8,40.62,102
38.07,20.05,38.55,52.11,36.07,1.18,10.61,36.86,89
40.68,12.65,30.33,37.1,29.52,1.07,10.98,54.93,112
38.52,6.54,23.03,24.75,24.51,0.93,12.41,57.35,98
42.31,6.42,28.8,30.22,26.38,0.89,12.3,58.57,102
36.68,6.21,25.07,27.4,25.56,1.06,9.99,64.01,111
41.91,7.53,30.92,31.52,22.96,0.81,11.72,53.06,96
48.61,7,41.57,38.08,21.56,0.89,12.14,56.13,111
46.44,7.53,32.46,32.43,20.62,0.93,12.91,52.01,105
42.19,8.87,30.11,32.26,20.4,0.82,10.95,54.15,108
34.03,11.72,37.57,39.22,21.9,0.77,8.89,47.6,90
32.24,12.25,35.03,38.82,22.95,0.76,10.52,50.46,92
33.98,14.85,37.12,43.42,24.2,0.84,9.94,52.21,109
35.79,15.64,36.63,43.88,24.17,1.01,10.6,56.84,109
36.6,16.44,30.55,38.39,24.04,1.04,11.35,57.42,107
39.76,16.73,35.47,43.61,23.16,0.95,12.03,46.24,101
48.81,8.37,28.01,29.15,21.75,0.78,11.78,68.35,121
35.71,9.42,30.34,33.08,18.71,0.68,9.19,66.58,101
34.26,10.22,34.99,36.6,18.55,0.73,9.85,60.73,90
39.05,10.27,31.52,35.16,21.24,0.63,11.82,58.17,101
39.88,10.33,31.17,35.7,21.88,0.71,12.25,47.95,112
36.97,12.23,37.98,41.66,20.29,0.91,12.29,58.09,101
42.6,27.07,43.74,59.87,25.29,1.6,13.59,55.4,110
46.27,27.5,36.53,53.59,26.1,1.45,13.55,52.94,128
49.69,28.93,39.79,59.47,27.06,1.51,15.17,38.66,142
45.29,15.25,36.27,43.5,26.34,1.04,13.5,61.09,132
46.08,10.34,35.51,36.62,27.87,0.86,12.61,64.76,116
41.4,14.05,41.56,45.27,25.48,0.96,12.73,57.44,109
40.71,18.82,35.7,45.26,26.86,1.1,14.66,65.75,109
44.59,14.2,36.63,41.59,26.93,1.2,16.58,75.99,125
44.88,30.74,33.36,54.39,31.17,1.47,16.55,69.83,128
48.68,19.58,36.14,46.21,26.03,0.99,11.75,54.78,144
38.72,12.16,28.92,38.5,25.05,0.8,12.73,47.12,137
47.59,10.66,27.38,33.2,24.3,0.74,17.05,58.64,132
92.68,11.35,25.64,31.65,28.48,0.96,13.03,62.1,457
55.19,12.65,30.85,35.21,27.44,0.94,14.8,67.87,199
54.01,13.62,34.35,38.05,30.52,1.06,17,66,140
53.6,12.67,22.5,27.18,24,0.85,15.36,69.9,138
72.04,12.45,26.9,31.91,21.96,0.97,13.88,72.74,258
52.49,10.08,25.97,29.28,20.04,0.81,14.74,81.83,194
47.63,10.86,28.17,32.05,20.17,0.77,13.23,68.09,121
55.41,11.6,26.02,30.99,19.01,0.75,12.31,70.5,124
44.23,13.12,23.79,30.85,21.39,0.88,11.44,50.55,164
25.64,13.75,23.52,31.78,26.11,0.84,16.52,44.18,82
28.96,12.1,31.5,36.46,23.04,0.8,10.25,64.48,86
36.19,13.46,39.88,42.78,21.91,0.84,9.88,64.75,102
35.66,16.7,44.65,49.73,24.2,0.95,11.33,72.28,122
41.23,17.67,44.36,50.45,24.93,0.86,10.84,65.95,124
49.55,29.57,50.26,65.57,27.54,1.32,14.74,45.5,119
61.69,40.36,47.86,75.95,33.87,1.66,14.65,40.73,154
56.24,24.1,39.66,57.52,31.97,1.14,17.13,41.16,157
58.99,15.89,36.33,48.05,28.32,0.94,21.97,46.46,135
76.51,12.33,29.88,37.46,27.36,0.93,14.33,66.47,181
53.95,12.02,36.5,42.22,23.62,0.83,13.69,63.36,151
62.44,11.72,38.99,40.31,46.29,0.75,14.63,72.33,142
64.2,13.5,39.08,41.19,66.69,1.03,14.22,71.68,143
59.3,45.88,59.2,69.55,44.78,1.64,12.71,40.87,153
62.23,50.58,50.35,79.58,22.6,1.51,11.98,41.03,156
73.33,12.57,28.55,35.71,21.4,0.9,13.99,75.58,166
58.09,18.37,29.26,40.1,23.37,0.94,16.75,70.59,149
50.37,30.76,39.8,61.83,27.71,1.06,17.37,55.31,124
48.16,36.14,51.14,71.14,29.48,1.51,14.56,42.79,117
52.53,20.09,30.35,45.8,26.65,1.11,11.5,47.06,138
60.4,21.43,29,43.39,22.21,0.94,10.27,34.89,134
90.69,21.09,30.56,43.22,20.61,0.82,12.51,32.21,183
92.16,13.19,24.98,32.23,23.1,0.7,9.94,42.76,218
54.87,12.13,22.06,29.78,20.4,0.67,11.19,48.3,156
57.35,11.48,24.88,31.18,21.73,0.78,8.5,45.79,138
72.52,9.32,23.53,28.2,21.5,0.71,11.87,65.43,206
47.42,10.7,25.07,30,21.5,0.76,11.7,58.85,121
47.02,10.16,29.24,32.94,21.56,0.75,10.71,54.82,100
108.94,14.29,32.14,38.56,21.9,1.06,10.85,40.59,184
84.33,10.77,21.06,27.49,20.45,0.8,10.45,58.11,343
78.42,10.88,20.39,26.23,20.35,0.71,10.28,50.67,199
41.98,10.79,22.44,28.28,21.76,0.84,12.03,57.26,169
41.69,13.78,34.22,40.95,21.54,0.97,12.27,56.63,104
46.85,14.34,34.77,41.72,22.51,0.94,11.71,51.82,107
44.41,11.25,31.07,37.44,22.32,0.84,11.47,47.92,105
42.93,10.51,28.17,33.18,21.69,0.78,12.09,41.22,105
39.78,14.63,23.3,34.02,24.58,0.75,11.13,45,96
48.64,8.3,25.95,30.63,21.71,0.65,11.93,59.75,97
44,7.88,30.78,34.41,17.51,0.61,11.43,70.81,120
39.45,9.78,31.74,36.96,17.62,0.57,10.56,58.8,98
47.64,14.56,35.31,44.06,18.18,0.83,11.51,42.07,111
44.35,12.42,37.51,42.88,17.41,0.75,12.66,60.98,134
48.91,16.68,42.32,50.57,18.84,0.85,12.57,36.62,109
49.88,9.69,26.83,31.03,17.9,0.53,11.33,36.83,103
53.88,9.05,28.12,31.62,17.72,0.56,12.74,44.47,117
56.82,16.03,32.21,41.33,18.12,0.73,12.13,35.58,116
50.89,19.73,26.7,41.18,17.5,0.73,13.55,47.94,121
63.32,16.94,34.52,43.81,17.16,0.77,12.39,43.61,148
68.86,11.59,26.16,32.8,15.27,0.65,12.44,49.18,166
65.03,9.19,21.35,26.33,16.82,0.71,11.54,42.51,175
57.23,10.01,27.89,31.39,14.96,0.7,12.37,58.08,145
72.96,8.13,29.67,30.37,17.65,0.88,10.93,86.51,158
58.91,9.12,29.64,32.03,23.33,0.87,11.33,100.38,154
52.86,15.78,38.67,44.55,20.44,1.01,12.04,78.46,137
60.95,14.4,39.41,43.78,28.36,0.81,13.45,55.12,135
47.08,7.9,28.64,31.34,45.81,0.61,10.63,52.39,125
40.69,10.76,34.54,40.5,45.19,0.67,8.84,43.95,95
26.57,7.61,28.35,33.07,45.37,0.63,9.06,56.56,85
38.09,9.06,35.04,38.6,41.39,0.61,10.31,51.37,88
44.52,8.4,29.74,33.64,42.76,0.57,10.98,51.18,100
39.03,9.71,25.39,30.95,45.06,0.64,11.51,27.18,85
44.82,11.99,30.85,37.74,52.17,0.62,9.84,36.65,101
27.33,13.35,27.81,36.42,41.92,0.87,12.56,40.48,101
21.31,9.44,20.75,27.18,25.66,0.61,11.49,59.49,88
28.24,9.55,26.32,32.95,18.87,0.78,11.13,55.22,78
38.46,9.98,31.78,35.08,16.28,0.87,12.82,51.14,91
48.53,10.7,37.96,39.74,16.81,0.95,13.12,55.88,123
42.39,3.61,24.81,22.72,19.77,0.85,18.85,84.46,135
28.09,4.25,22.66,22.46,20.43,0.85,16.07,64.54,100
35.62,5.93,27.03,27.8,20.71,0.88,13.71,59.27,100
40.64,8.54,36.86,36.37,21.09,1,10.84,55.24,102
76.2,6.28,30.03,29.2,16.55,0.76,10.43,54.68,172
48.84,6.4,24.7,24.99,20.21,0.78,13.95,44.59,168
37.33,6.76,22.8,25.57,18.1,0.74,11.52,50.27,109
41.72,6.15,19.03,21.74,15.46,0.61,9.51,46.82,98
34.07,7.29,22.04,24.42,16.54,0.73,10.83,52.79,102
41.85,5.97,26,26.2,14.87,0.71,9.48,51.98,104
44.32,6.84,20.77,24.02,17.77,0.8,9.48,62.56,107
33.27,8.62,25.13,28.55,18.31,0.82,10.07,41.34,87
30.64,10.48,24.95,30.26,19.62,0.78,8.85,28.3,69
30.69,13.16,26.64,35.44,18.88,0.78,10.32,19.56,79
29.18,10.58,31.21,36.05,19.29,0.72,9.95,26.79,66
38.76,8.2,24.26,28.22,17.32,0.71,10.19,26.85,83
48.45,7.4,16.32,21.02,15.33,0.69,9.76,25.67,104
45.66,7.78,23.22,26.12,15.44,0.61,9.76,30.17,109
46.92,8.69,20.48,24.92,13.75,0.62,9.98,29.47,120
41.91,7.84,18.96,23.18,12.51,0.59,10.2,30.56,103
41.74,6.31,18.84,21.36,12.52,0.63,9.5,33.44,95
41.8,6.09,16.03,20.4,11.7,0.53,10.53,32.96,96
47.34,6.96,17.61,22.24,11.86,0.68,11.22,27.63,96
52.69,6.75,18.88,22.17,13.94,0.59,11.6,28.01,119
46.04,7.04,19.2,22.08,21.08,0.63,10.37,27.16,103
40.92,6.97,24.28,26.31,27.4,0.7,10.15,25.25,98
34.56,6.1,22.09,23.66,26.98,0.63,9,32.9,68
39.77,5.89,24.4,25.99,28.97,0.79,9.53,36.67,81
37.12,5.9,13.91,17.29,26.05,0.64,8.87,47.16,81
32.6,5.59,16.2,18.68,28.79,0.71,9.35,47.36,80
33.02,4.54,18.46,18.66,27.45,0.69,9.17,51.68,71
28.53,6.77,21.43,23.03,26.59,0.64,8.1,37.06,67
21.37,5.3,19.92,20.97,29.61,0.71,8.02,35.23,61
23.7,9.36,21.42,26,28.92,0.76,8.6,19.22,62
28.4,9.81,26.29,32.51,32.4,0.75,8.92,15.36,73
21.79,6.01,13.64,18.21,34.76,0.55,7.89,23.09,58
16.61,6.55,13.3,16.18,29.2,0.7,8.26,27.28,59
18.98,6.37,14.71,17.82,29.33,0.71,8.24,28.54,56
24.33,6.16,14.11,17.5,31.03,0.7,8.88,30.62,72
27.44,6.36,17.86,19.77,29.69,0.61,8.34,32.68,66
20.99,8.73,22.98,25.14,27.83,0.66,8.18,22.16,56
26.51,8.06,24.82,28.07,28.67,0.78,7.47,21.71,62
23.6,7.02,19.95,23.81,28.04,0.67,7.01,20.28,54
34.83,11.66,30.98,33.74,28.95,0.93,8.28,23.75,74
23.5,9.42,25.4,27.75,27.69,0.76,9.06,24.22,66
25.15,13.95,25.82,32.35,34.52,0.89,9.09,18.91,71
24.36,11.34,23.75,27.25,26.44,0.71,9.29,22.95,67
21.1,7.05,12.95,15.77,19.84,0.59,10.4,31.19,54
16.14,6.77,8.97,13.4,24.65,0.51,10.69,24.24,48
14.15,7.27,15.62,18.86,25.69,0.63,9.93,23.46,51
24.43,9.8,19.88,24.01,24.04,0.65,10.04,20.5,62
38.82,13.3,26.56,31.6,26.58,0.82,10.25,20.06,74
30.54,17.96,27.99,38.88,27.86,0.79,9.23,16.91,79
27.07,10.36,23.46,28.87,29.62,0.64,9.48,27.44,71
18.96,12.11,20.54,28.72,30.37,0.58,9.48,22.86,49
16.54,16.3,22.27,34.21,37.51,0.55,9.08,16.74,55
22.73,15.54,23.25,33.83,32.57,0.55,9.01,17.44,55
30.21,14.51,26.2,34.22,27.67,0.62,9.15,23.13,70
32.54,10.84,33.57,34.93,26.99,0.68,10.06,29.8,81
29.51,8.95,32.1,32.29,27.72,0.6,9.54,28.48,83
33.85,10.06,29.1,33.3,29.05,0.79,10.17,25.45,71
32.74,7.1,17.45,22.7,26.57,0.61,8.72,28.57,76
34.66,6.12,19.5,23.69,27.63,0.61,8.85,29.54,66
36.69,5.55,20.76,23.93,31.65,0.49,9.54,33.78,71
19.12,9.62,28.33,31.24,38.26,0.64,9.8,26.62,61
27.19,10.36,32.12,33.68,31.58,0.9,9.82,26.84,65
26.9,7.79,24.19,25.67,40.1,0.68,9.43,32.48,73
27.03,8.47,19.63,24.39,44.21,0.7,9.74,29.76,68
25.61,8.99,24.11,27.99,43.81,0.66,10.29,30.07,73
27.44,12.03,34.71,37.66,60.83,0.8,10.7,32.86,69
29.95,10.83,30.08,36.69,56.24,0.68,10.36,26.63,75
31.39,9.96,32.41,33.03,43.87,0.73,12.69,30.47,64
44.03,11.97,37.61,41.12,48.18,0.82,11.02,30.72,86
34.58,12.16,30.07,33.99,50.82,0.89,11.16,25.37,83
36.95,8.97,24.27,26.21,48.38,0.73,10.06,27.44,76
33.45,10.18,22.91,27.99,49.8,0.92,11.7,23.04,75
27.09,11.48,26.06,31.55,55.72,0.7,10.67,21.93,74
26.14,7.15,18,22.52,40.6,0.7,11.11,25.31,72
34.8,7.42,24.82,29.5,49.54,0.93,11.36,33.16,75
56.74,9.41,34.64,36.8,50.9,0.85,11.14,37.87,108
47.43,8.87,32.6,33.37,37.1,0.8,11.11,30.86,103
33.88,6.58,23.16,23.29,28.5,0.62,12.13,36.19,91
37.92,7.03,24.3,24.16,29.15,0.65,11.6,38.34,83
27.82,6.75,15.52,19.23,31.73,0.54,11.86,30.67,71
28.04,10.54,16.66,24.8,44.9,0.62,12.44,19.33,67
36.65,10.34,21.14,28.3,46.56,0.72,11.59,27.36,80
44.2,12.13,29.12,31.57,39.13,0.71,9.63,24.31,88
34.48,12.37,33.23,34.07,37.35,1.46,10.6,28.16,89
31.61,8.54,26.98,28.04,34.53,0.85,9.82,39.37,81
23.04,7.75,23.56,25.9,33.91,0.77,10.22,32.61,64
26.26,8.58,23.14,26.76,36.24,0.73,10.25,34.98,59
16.72,6.98,23.87,24.68,29.99,0.53,11.5,38.27,54
21.94,9.32,24.33,28.41,37.07,0.64,12.02,35.83,57
24.8,12.53,24.22,32.89,47.61,0.73,12.67,36.7,126
27.05,5.19,18.36,19.88,24.77,1.01,12.24,36.92,78
23.12,6.99,18.45,20.19,25.72,0.73,9.78,25.91,55
18.11,6.45,19.82,21.08,22.22,0.65,9.17,24.83,53
17.51,5.82,19.45,20.77,26.38,0.68,10.11,24.43,54
25.74,8.25,25.92,29.81,39.41,0.83,10.96,25.01,66
31.01,10.98,34.89,38.69,45.45,0.75,11.96,30.88,83
29.93,5.76,29.16,29.57,36.73,0.73,13.78,29.12,80
30.87,10.12,34.98,37.66,40.5,0.93,11.67,34.1,81
39.35,12.25,39.69,41.63,34.08,0.84,11.15,31.95,95
35.31,6.87,28.17,28.26,29.62,0.71,11.8,45.97,95
38.07,6.63,31.86,30.82,31.38,0.68,13.04,41.91,78
43.01,6.94,33.6,31.97,30.55,0.91,12,42.05,88
51.77,18.15,36.11,45.44,37.79,1.48,9.57,31.55,106
43.48,17.46,37.18,45.98,36.22,1.07,9.38,33.02,105
42.7,19.65,44.26,51.72,36.15,1.04,11.48,43.2,108
39.96,18.11,44.44,50.57,27.22,0.75,9.87,36.15,104
48.35,10.01,41.18,39.6,27.19,0.83,10.85,49.24,104
49.71,9.7,42.69,41.41,36.85,0.96,10.65,48.34,106
53.72,8.87,36.43,40.35,41.86,0.86,12.75,49.59,125
57.76,9.57,43.28,43.42,40.28,0.91,12.99,51.24,128
64.81,22.71,54.6,64.61,55.81,1.28,12.33,48.5,136
54.17,10.18,50.34,48.83,48.69,1.02,14.93,52.1,136
56,6.05,36.55,35.05,43,0.88,16.03,63.12,127
54.41,5.94,33.99,33.19,49.37,0.88,13.6,56.63,123
46.17,7.61,39.01,38.88,44.59,0.95,12.7,43.18,109
54.76,10.18,42.73,42.37,44.34,0.94,13.55,51.21,120
58.89,25.3,58.75,69.59,59.93,1.16,12.82,40.89,143
67.33,50.83,63.6,98.5,62.2,1.37,14.51,38.57,149
73.4,67.61,66.43,112.9,61.36,1.43,13.83,30.96,193
59.09,14.57,51.44,53.49,52.75,0.87,14.03,53.36,145
77.5,5.6,43.9,39.29,51.08,0.85,10.39,58.26,163
64.51,5.93,38.55,36.19,36.77,0.9,10.3,50.67,170
87.77,23.49,52.45,63.45,55.11,1.1,14.34,42.25,144
219.73,31.8,55.08,74.07,67.92,1.17,22.49,41.49,355
141.99,30.88,69.79,84.16,69.64,1.23,17.19,42.53,310
67.16,20.4,61.32,68.66,62.9,0.96,16.04,45.68,203
61.65,23.04,56.61,64.42,55.28,1.15,15.01,49.6,143
48.1,13.61,48.01,50.96,48.35,0.84,15.73,48.71,132
104.62,5.67,38.23,35.6,36.1,0.96,12.76,60.74,171
90.16,7.93,36.65,36.27,36.09,0.93,12.85,45.06,247
60.87,13.34,42.12,46.83,37.79,0.99,13.21,40.66,191
73.22,37.42,56.9,77.62,46.42,1.17,11.88,38.39,154
49.36,13.89,43.71,48.42,35.9,0.86,12.32,49.84,139
43.43,6.41,29.33,28.05,23.35,0.69,10.61,54.77,101
88.44,5.4,36.18,33.67,34.9,0.9,10.46,63.63,162
83.04,5.47,35.61,33.51,37.13,0.77,10.93,62.47,220
76.91,6.01,36.9,35.2,32.89,0.83,10.81,68.85,188
82.58,7.47,41.64,39.37,32.9,0.92,10.78,66.41,192
92.89,5.68,41.03,37.62,35.26,0.96,10.18,70.64,209
127.34,8.79,50.46,49.62,53.67,1.22,14.53,64,250
131.2,6.03,44.48,42.32,52.68,1.1,10.81,68.85,277
72.25,11.23,34.85,37.29,27.58,0.81,12.16,47.29,248
78.29,13.45,40.06,42.66,19.74,0.85,14,51.04,167
38.6,12.05,40.74,40.99,18.42,0.66,11.72,50.32,123
47.08,12.92,43.61,43.07,26.27,0.78,10.5,43.58,104
36.25,31.62,54.79,70.7,58.47,1.02,11.61,38.21,96
43.07,23.61,47.99,57.93,51.94,0.93,13.13,48.96,115
51.49,11.38,40.3,39.95,42.99,0.85,11.19,66.03,120
68.84,13.49,46.5,47.89,46.88,1.03,11.89,60.61,130
73.61,20.67,55.72,66.46,53.65,1.2,11,45.18,176
67.26,11.09,48.35,51.7,47.02,0.91,13.15,46.3,145
68.62,8.78,37.64,36.58,41.01,0.81,13.54,60.28,165
47.55,15.15,43.72,48.22,54.31,0.88,12.21,61.13,124
52.64,10.22,35.23,39.12,48.12,0.74,14.76,66.26,109
91.33,9.37,36.15,41.64,47.78,1.07,12.92,62.43,175
54.61,14.17,36.39,44.39,49.03,0.75,9.96,35.12,148
51.18,10.98,43.57,44.81,48.91,0.72,10.59,51.42,118
52.02,10.82,46.12,47.21,47.27,0.79,12.57,56.94,119
42.73,18.17,52.45,58.9,46.35,0.92,16.07,55.6,120
50.78,34.45,65.24,86.05,65.04,1.21,17.42,44.5,120
52.85,46.88,62.15,99.62,78.8,1.31,16.74,41.07,134
52.63,8.36,51.15,48.35,45.78,0.88,19.16,72.92,123
73.44,9.49,62.43,61.78,53.69,1.05,15.88,61.14,138
73.42,11.18,56.58,56.82,49.91,1.06,10.86,52.82,189
53.69,20.13,51.8,67.66,56.78,1.23,10.3,54.34,140
56.61,20.96,53.14,66.75,57.77,1.18,11.55,64.27,127
70.48,35.78,65.52,88.16,70.18,1.58,13.66,46.63,164
73.27,33.06,59.22,79.62,68.83,1.33,13.22,51.47,172
67.04,5.07,37.72,35.13,34.8,0.82,9.51,79.11,162
53.64,9.81,37.64,38.65,30.95,0.79,13.03,37.08,141
33.21,8.25,32.5,34.56,25.85,0.68,15.75,41.45,86
42.15,7.14,33.88,34.72,27.72,0.69,13.43,42.13,86
41.92,8.82,33.78,33.14,28.82,0.8,14.38,40.94,85
47.55,16.6,36.97,47.37,35.87,0.99,13.61,30.83,89
67.99,22.7,53.16,67.99,54.31,1.12,12.01,33.53,136
47.92,17.9,47.58,57.15,47.1,0.98,11.32,36.13,118
59.26,21.06,55.63,67.34,57.26,1.22,10.17,34.8,118
52.95,15.29,50.72,55.27,49.35,0.91,11.88,35.94,129
29.05,11.58,33.15,38.33,35.28,0.66,10.34,38.69,100
37.53,26.85,47.21,63.24,43.98,0.96,10.89,35.59,101
43.69,6.21,48.98,40.83,26.01,0.96,11.45,47.06,108
43.58,19.2,63.5,65.71,37.04,1.04,12.16,32.49,110
54.28,45.77,69.79,96.58,48.86,1.08,11.22,28.11,124
55.55,41.42,77.26,96.65,52.73,1.3,13.06,29.57,145
64.59,24.38,78.18,82.95,51.35,1.18,11.23,36.27,144
71.03,13.85,70.77,70.51,49.52,1.28,11.57,29.6,146
80.04,8.7,60.65,55.85,41.64,1.24,12.76,37.5,182
69.91,6.99,43.68,40.45,32.8,1.06,9.95,30.58,174
68.61,3.97,37.84,33.18,27.34,1.03,13.52,54.13,154
48.02,5.67,35.09,32.49,26.62,0.95,12.32,54.38,153
47.44,7.54,45.51,44.62,33.84,0.81,10.76,41.04,108
52.46,14.72,47.22,55.68,47.9,1.11,10.01,36.18,111
66.18,22.43,49.72,69.22,57.93,1.2,14.26,30.41,138
55.07,15.24,49.37,54.28,43.96,0.8,11.96,32.81,129
46.61,5.69,37.36,35.02,34.8,0.81,10.42,50.94,106
54.75,7.85,34.88,36.53,31.05,0.85,11.06,34.35,113
31.13,6.2,34.99,34.16,27.71,0.64,12.29,45.67,92
39.21,8.04,43.62,42.59,34.49,0.86,12.79,50.83,90
46.14,20.28,57.57,69.15,62.02,1.27,12.06,40.1,112
49.42,18.75,53.49,64.2,73.24,1.42,11.85,46.56,121
48.46,18.39,47.46,56.52,47.18,0.91,13.05,37.9,126
34.99,7.8,33.08,34.28,29.08,0.76,12.35,44.74,108
43.5,5.32,30.98,29.3,24.94,0.65,11.63,47.5,100
43.27,6.41,38.57,37.59,31.23,0.76,11.55,48.08,92
49.19,16.71,52.14,61.39,46.24,1.12,14.61,39.04,99
47.61,14.34,48.12,56.51,40.58,1,12.84,39.97,116
58.77,12.23,43.38,49.87,35.19,0.86,14.82,50.48,114
60.37,13.22,56.22,61.52,47.78,0.84,10.47,46.14,136
47.88,6.07,34.98,33.96,29.34,0.81,9.74,53.34,108
52.59,6.4,39.35,37.73,28.79,0.85,11.42,54.89,106
35.76,14.49,39.05,45.77,31.32,0.86,13.84,49.54,97
42.58,14.49,46.1,49.44,30.49,0.85,14.24,43.67,106
51.8,50.06,58.13,90,55.47,1.42,13.81,39.26,114
62.6,48.34,56.28,94.75,68.58,1.37,12.52,38.55,159
31.85,5.45,38.01,36.02,31.09,1.24,13.01,58.51,115
41.35,5.91,37.77,35.84,27.44,0.84,10.17,45.97,94
28.2,7.1,35.56,38.02,25.95,0.72,7.4,53.34,91
34.78,9.58,42.73,43.67,29.43,0.85,8.78,44.68,88
39.16,7.8,44.11,45.15,32.35,1.01,11.34,42.47,90
48.24,13.5,43.05,48.57,31.61,0.97,9.87,48.61,104
51.08,9.46,40.38,41.75,29.45,1.17,10.9,56.42,109
47.03,6.81,40.61,39.87,30.15,1.08,11.57,54.92,116
50.51,5.59,35.28,34.34,27.64,0.83,12.97,64.82,108
50.79,7.46,40.79,42.45,29.5,1,13.92,65.6,106
55.6,6.67,47.01,43.42,34.79,1.03,12.64,52.03,117
50.77,5.39,39.64,36.62,30.67,0.82,13.1,62.78,114
46.02,5.21,43.33,40.92,32.83,1.08,14.4,62.17,110
59.48,12.8,51.97,55.18,42.11,1.18,12.54,51.55,111
65.67,28.12,62.17,80.83,60.94,1.4,13.61,43.28,150
60.95,22.63,55.3,70.23,55.93,1.28,15.08,61.41,132
64.04,17.45,63.37,68.55,51.48,1.17,13.21,56.7,150
72.87,39.28,64.98,86.21,56.15,1.23,14.08,49.06,163
59.62,9.45,46.03,44.09,32.63,0.87,15.04,58.76,147
50.97,16.56,58.13,62.63,38.26,0.92,18.1,47.75,134
49.83,43.28,67.32,92.47,43.24,1.02,13.5,46.34,133
65.69,60.44,82.69,119.71,57.28,1.23,14.45,36.29,159
61.27,78.5,83.09,135.91,56.33,1.58,15.14,36.74,160
66.08,43.35,64.85,90.02,44.52,1.04,18.31,49.74,179
46.11,5.57,37.07,34.97,23.28,0.92,17.16,58.24,104
66.72,5.33,33.95,34.82,25.68,0.96,15.43,54.19,132
49.79,5.44,35.4,33.16,25.4,0.86,12.67,48.74,106
51.39,4.25,33.67,30.65,24.34,0.83,12.87,61.16,107
50.4,8.2,42.37,42.84,31.16,0.88,16.53,59.99,102
60.53,11.98,55.28,56.92,36.36,0.84,13.8,51.19,127
48.24,8.24,43.69,40.15,25.95,1.01,14.49,65.03,115
50.09,13.24,44.11,47.99,25.62,0.97,13.1,67.06,111
53.32,6.78,37.13,35.85,22.04,0.88,13.42,64.07,116
48.52,9.51,38.31,41.52,22.34,1.04,12.92,64.28,110
29.03,4.88,27.16,25.74,22.55,0.66,11.69,72.11,113
35.93,6.92,36.84,38.45,32.67,0.9,14.27,70.56,95
49.42,6.06,39.03,37.78,41.76,0.91,13.27,72.23,115
44.52,5.62,33.16,34.56,31.07,0.92,13.27,75.54,117
29.46,6.66,26.74,27.95,32.29,0.86,13.6,66.29,88
28.6,7.72,34.55,35.31,38.47,0.79,12.91,54.62,83
31.86,13.14,48.35,50.35,53.93,0.86,12.72,40.75,88
27.29,8.68,37.4,37.66,42.4,0.85,12.39,62.14,92
30.17,10.32,38.51,38.91,42.83,0.81,12.01,64.83,100
30.88,3.58,21.76,20.22,25.15,0.63,12.34,76.3,96
30.18,4.71,25.34,25.5,27.4,0.86,11.74,73.03,90
43.86,7.65,40.09,40.12,38.84,0.86,11.69,53.33,104
78.24,16.42,47.23,51.48,55.36,0.76,15.56,51,144
60,5.82,32.01,30.43,36.05,1.04,14.93,67.46,199
44.49,4.56,33.42,30.67,35.97,1.83,13.71,66.38,132
45.38,4.42,34.31,31.21,36.64,0.82,17.26,87.83,127
43.23,7.64,45.87,44,45.22,1.01,14.32,76.5,133
43.92,18.39,48.04,54.49,55.9,1.21,13.86,71.2,123
46.94,15.7,43.78,48.53,46.08,1.06,14.21,69.56,122
47.44,4.35,28.08,25.96,29.6,0.52,16.32,86.07,116
31.9,4.06,30.67,28.98,30.64,0.65,15.34,77.24,108
32.69,2.81,17.33,15.99,22.51,0.53,11.8,88.19,100
36.05,3.11,19.51,19.12,23.11,0.63,13.09,72.65,90
34.35,3.77,21.98,21.71,26.06,0.59,11.67,59.98,92
26,3.25,15.39,15.89,21.49,0.5,9.47,47.16,73
14.28,3.11,11.37,12.15,21.49,0.41,8.44,45.6,57
9.12,3.22,11.22,12.8,23.28,0.47,10.15,35.1,52
10.59,3.22,13.15,13.76,24.09,0.51,10.98,38.85,67
12.92,2.89,12.12,12.51,17.71,0.39,11.87,53.13,71
13.71,2.68,11.93,12.11,16.02,0.47,12.47,52.62,72
21.58,3.27,18.7,18.65,24.67,0.67,13.55,44.5,70
27.53,2.77,10.56,11.03,16.13,0.51,12.78,45.57,79
